epoch,train loss,reg loss,train acc,test loss,test acc

0,0.6192532193813243,0.0,tensor(77.3550),0.5405271313612974,tensor(80.1100)

1,0.365465407337207,0.0,tensor(86.5033),0.46644505933870245,tensor(82.9900)

2,0.3141228803661841,0.0,tensor(88.4650),0.6045818457120582,tensor(77.7600)

3,0.28117507168733236,0.0,tensor(89.7500),0.41902362244038643,tensor(84.9100)

4,0.265796775041994,0.0,tensor(90.2533),0.33926464164558845,tensor(87.7000)

5,0.2506951882736261,0.0,tensor(90.7817),0.3407466886918756,tensor(87.6900)

6,0.2363251207638651,0.0,tensor(91.4783),0.33318500465984585,tensor(88.0600)

7,0.2286716370440241,0.0,tensor(91.6433),0.2968484614091583,tensor(89.1100)

8,0.22202513228728574,0.0,tensor(91.9433),0.35695190048670467,tensor(87.1400)

9,0.21514996705151823,0.0,tensor(92.1067),0.4525615403169318,tensor(83.1800)

10,0.21657126709850613,0.0,tensor(92.1183),0.33082552405097815,tensor(88.3100)

11,0.2082241125293632,0.0,tensor(92.3533),0.2745952364764636,tensor(89.7600)

12,0.203870770487704,0.0,tensor(92.5567),0.3340836323892014,tensor(87.8600)

13,0.2011728481665603,0.0,tensor(92.5600),0.3205581296093856,tensor(88.6000)

14,0.19923958585841822,0.0,tensor(92.6767),0.26955810170384903,tensor(90.3200)

15,0.19582583790204164,0.0,tensor(92.8350),0.3222937989461271,tensor(88.3400)

16,0.1911748927920612,0.0,tensor(93.0767),0.2746613463269004,tensor(89.9400)

17,0.19089998069729633,0.0,tensor(93.0083),0.2534249109935157,tensor(91.0200)

18,0.18771435630156288,0.0,tensor(93.0900),0.29654160651225075,tensor(89.7200)

19,0.18791801955844803,0.0,tensor(93.1417),0.27513712927510464,tensor(90.3500)

20,0.1833932767512956,0.0,tensor(93.3617),0.2865672185073925,tensor(89.9700)

21,0.18154202698708088,0.0,tensor(93.3200),0.32960103471067886,tensor(87.8700)

22,0.18135020108238212,0.0,tensor(93.4517),0.34114390423026264,tensor(87.7500)

23,0.1778322778054392,0.0,tensor(93.5567),0.27921763779241826,tensor(90.)

24,0.18034925891646444,0.0,tensor(93.4700),0.23224531302723703,tensor(91.5100)

25,0.17789059723300465,0.0,tensor(93.4983),0.3264649421731128,tensor(88.4400)

26,0.17887082937429707,0.0,tensor(93.5150),0.23633738654323772,tensor(91.5500)

27,0.17622743162519133,0.0,tensor(93.4133),0.24382335739799693,tensor(90.9700)

28,0.17600486052633602,0.0,tensor(93.6717),0.2534029944976674,tensor(91.0500)

29,0.1748763128860927,0.0,tensor(93.7000),0.6764406158199793,tensor(78.8800)

30,0.17628775502858893,0.0,tensor(93.5333),0.2668430624128897,tensor(90.5800)

31,0.17341974973360866,0.0,tensor(93.6200),0.2952587483804437,tensor(89.6900)

32,0.17242351211686888,0.0,tensor(93.7567),0.2882256602184682,tensor(89.9100)

33,0.17266447057347817,0.0,tensor(93.7867),0.2259357551796527,tensor(92.1300)

34,0.1693251157429681,0.0,tensor(93.7983),0.2662338354165041,tensor(91.1000)

35,0.1708354540486961,0.0,tensor(93.7850),0.2974579696413837,tensor(89.8600)

36,0.1699056034562176,0.0,tensor(93.6533),0.2906509000289289,tensor(89.5300)

37,0.1673115529834843,0.0,tensor(93.8700),0.2973175171432616,tensor(89.1700)

38,0.16519207408878087,0.0,tensor(93.9367),0.24799048164977303,tensor(91.3300)

39,0.16825131714534658,0.0,tensor(93.8983),0.23256982485704783,tensor(91.8300)

40,0.16664811938619817,0.0,tensor(93.8483),0.2999293338271636,tensor(89.7100)

41,0.16665453436786432,0.0,tensor(93.9233),0.2410459614629987,tensor(91.2200)

42,0.16305745354911158,0.0,tensor(94.1083),0.25434334887356697,tensor(91.1000)

43,0.16791450641334438,0.0,tensor(93.9117),0.24653484106441087,tensor(91.0900)

44,0.1769483616547798,0.0,tensor(93.5350),0.24450004893013194,tensor(91.4700)

45,0.17408055627841684,0.0,tensor(93.5883),0.24641255157280573,tensor(91.2100)

46,0.16797739407941223,0.0,tensor(93.9250),0.30285384383382674,tensor(89.5000)

47,0.16933979804137114,0.0,tensor(93.9450),0.2677256021695801,tensor(90.8500)

48,0.16798626805451125,0.0,tensor(93.8517),0.24524796801277354,tensor(91.5400)

49,0.16824225005882382,0.0,tensor(93.8583),0.24276870206187043,tensor(91.4400)

50,0.1654911375979879,0.0,tensor(93.9950),0.2678356309291683,tensor(90.7700)

51,0.16468252097047978,0.0,tensor(93.9817),0.2236042864903619,tensor(92.2100)

