epoch,train loss,reg loss,train acc,test loss,test acc
0,1.627124657636004,0.0,tensor(45.6023),1.093774610682379,tensor(58.9700)
1,0.9521110326623612,0.0,tensor(68.2883),0.9108245961273773,tensor(66.7900)
2,0.7977701562172823,0.0,tensor(73.4111),1.4662479841256444,tensor(50.3400)
3,0.7295993573502946,0.0,tensor(75.6777),1.074465966677364,tensor(62.5000)
4,0.7011807922170614,0.0,tensor(76.7833),0.6293051125882547,tensor(78.9500)
5,0.6480770541279555,0.0,tensor(78.2085),0.6005904202974295,tensor(78.9300)
6,0.6143833741958715,0.0,tensor(79.4880),0.6821391325962695,tensor(77.2500)
7,0.6156263703476391,0.0,tensor(78.8101),0.5284318641016755,tensor(82.5200)
8,0.5816665309896347,0.0,tensor(80.3028),0.5314588652381415,tensor(82.1900)
9,0.5789593318219124,0.0,tensor(80.3642),0.5040806546995912,tensor(83.3100)
10,0.5596727320253213,0.0,tensor(81.2633),0.4279924434951589,tensor(85.2600)
11,0.5203583916621422,0.0,tensor(82.4073),0.38959444663192655,tensor(87.6900)
12,0.50874279102664,0.0,tensor(82.8655),0.5465545039388198,tensor(80.4400)
13,0.5122841665707926,0.0,tensor(82.5165),0.3631954830658587,tensor(88.9100)
14,0.5182612690844262,0.0,tensor(82.1255),0.3855385942549645,tensor(88.1800)
15,0.5319173520148944,0.0,tensor(81.4467),0.3663541257758684,tensor(89.5100)
16,0.504271446101701,0.0,tensor(82.3340),0.41582549712325956,tensor(87.9700)
17,0.47117127953117083,0.0,tensor(83.7018),0.34782204277153256,tensor(89.4400)
18,0.49101642482697583,0.0,tensor(83.0847),0.28954736756373056,tensor(90.8900)
19,0.48854128824177584,0.0,tensor(82.8661),0.3384895739676077,tensor(89.3700)
20,0.49083420218053914,0.0,tensor(82.3112),0.301899497833433,tensor(90.5100)
21,0.44835880324085636,0.0,tensor(84.9512),0.4251131758659701,tensor(84.7000)
22,0.44229708383999655,0.0,tensor(84.6367),0.30919803207433677,tensor(90.3600)
23,0.4614403914096259,0.0,tensor(83.5170),0.28257486035552204,tensor(90.2200)
24,0.4601147443389715,0.0,tensor(83.7278),0.29980984405626226,tensor(90.0500)
25,0.4769768693935134,0.0,tensor(82.8451),0.34059249619139903,tensor(88.6600)
26,0.45714889620857707,0.0,tensor(83.8269),0.30567058449304557,tensor(90.9600)
27,0.4473491288991625,0.0,tensor(84.4101),0.30328898527954196,tensor(90.7700)
28,0.4438262947840985,0.0,tensor(84.1417),0.26915198696565024,tensor(91.9300)
29,0.4540085341455713,0.0,tensor(83.6650),0.29351748827892016,tensor(90.4700)
30,0.44535676329565455,0.0,tensor(83.9011),0.28215795378141767,tensor(91.3300)
31,0.4310451346133818,0.0,tensor(84.7705),0.27316202468509915,tensor(91.4100)
32,0.42271344015783846,0.0,tensor(84.9844),0.2911915731958196,tensor(90.9900)
33,0.42479546136979357,0.0,tensor(85.0831),0.28263306617736816,tensor(92.4500)
34,0.4225107543170452,0.0,tensor(85.0325),0.28414260662054713,tensor(91.0800)
35,0.4380000519361704,0.0,tensor(84.4588),0.2798245966057234,tensor(91.5700)
36,0.42961253043113234,0.0,tensor(84.7536),0.3092115985441811,tensor(90.8900)
37,0.41690760411655725,0.0,tensor(85.5267),0.21909037600212458,tensor(92.9800)
38,0.43031566775938085,0.0,tensor(84.5531),0.3166813231721709,tensor(88.6000)
39,0.429161335963176,0.0,tensor(84.6718),0.29265081297747697,tensor(91.0800)
40,0.42429094931591294,0.0,tensor(84.9453),0.2680953993827482,tensor(92.1600)
41,0.41162051934836263,0.0,tensor(85.6360),0.22187211223040956,tensor(92.8900)
42,0.4211801146901747,0.0,tensor(84.7397),0.2488348559488224,tensor(92.0300)
43,0.41879593054337033,0.0,tensor(85.1422),0.25077961290938944,tensor(92.0200)
44,0.4064730827901155,0.0,tensor(85.7439),0.26860084450697597,tensor(91.7400)
45,0.39898770323980337,0.0,tensor(86.0378),0.253120774898348,tensor(92.2800)
46,0.40478742542837476,0.0,tensor(85.4797),0.25709954847263383,tensor(92.0400)
47,0.4109715670744366,0.0,tensor(85.0057),0.22041570065142232,tensor(93.4400)
48,0.39414233818396066,0.0,tensor(86.2618),0.22831514307969733,tensor(92.6400)
49,0.3887992703091742,0.0,tensor(86.2595),0.23988887648793716,tensor(92.1200)
50,0.4014079175524112,0.0,tensor(85.4763),0.2237088901898529,tensor(92.6200)
51,0.4251985185261347,0.0,tensor(84.4642),0.24155637659604037,tensor(92.7000)
52,0.384212471290565,0.0,tensor(86.3259),0.22880659940876538,tensor(93.0100)
53,0.36611900573123746,0.0,tensor(87.0932),0.2417464322304424,tensor(92.0600)
54,0.4016720922405659,0.0,tensor(85.5597),0.1979341855909251,tensor(93.7700)
55,0.4098822317286722,0.0,tensor(85.5153),0.22076150369417818,tensor(93.0300)
56,0.39354125762195474,0.0,tensor(85.7463),0.20870287131659593,tensor(93.5700)
57,0.39907557588777565,0.0,tensor(85.6489),0.20667157105252712,tensor(93.3100)
58,0.37823710444448855,0.0,tensor(86.4346),0.2781772144798991,tensor(91.7500)
59,0.4004261289943637,0.0,tensor(85.8693),0.2605827050872996,tensor(92.3700)
60,0.3996835278629113,0.0,tensor(85.4513),0.22999389309294616,tensor(93.0100)
61,0.3711787192011947,0.0,tensor(86.8076),0.20395577934723866,tensor(93.6400)
62,0.38045738033775583,0.0,tensor(86.2924),0.23853466112779664,tensor(93.)
63,0.403110205531438,0.0,tensor(85.1669),0.22042917450772057,tensor(92.9300)
64,0.3590149376859098,0.0,tensor(87.0647),0.22167202085256577,tensor(93.1200)
65,0.3874102418404271,0.0,tensor(86.1254),0.21244092719464364,tensor(93.5600)
66,0.40041694188041727,0.0,tensor(85.1479),0.21736447154721128,tensor(93.8600)
67,0.40640509964973687,0.0,tensor(85.0895),0.240969351952589,tensor(93.2200)
